gene_id,program,branch_id,species,aBSREL_LRT,aBSREL_pvalue,aBSREL_pvalue_corrected,aBSREL_pvalue_uncorrected,aBSREL_branch_dN,aBSREL_branch_dS,aBSREL_branch_omega,aBSREL_baseline_omega,aBSREL_baseline_lnL,aBSREL_nucleotide_GTR,aBSREL_rate_classes,aBSREL_omega_classes,aBSREL_omega_weights,aBSREL_positive_omega_classes,aBSREL_positive_omega_weights,aBSREL_max_omega
ABATpart0,aBSREL,NODE52,NA,40.37823816383479,5.148939458132773e-08,5.148939458132773e-08,5.536494041002982e-10,11.92191806318513,0.0128231364097143,929.7193511997234,0.5676984114274006,0.05977209679802756,0.05917016760568704,2,"[0.1142366957042454, 7008.447337257992]","[0.9485131018393038, 0.05148689816069618]",[7008.447337257992],[0.05148689816069618],7008.447337257992
ABATpart0,aBSREL,NODE75,NA,72.02724770546047,5.384581669432009e-15,5.384581669432009e-15,5.551115123125783e-17,6.601057177954766,0.0001751125784291036,37696.07664492978,1.134942087390894,0.1197384502812293,0.1167355010860015,2,"[1, 99999.99999999693]","[0.8536583718306763, 0.1463416281693237]",[99999.99999999693],[0.1463416281693237],99999.99999999693
ABATpart1,aBSREL,ABAT_MICROCEBUS_MURINUS_ENSMICT00000038657_ENSMICP00000030880_CANONICAL,MICROCEBUS,64.52351454016389,3.170796958329447e-13,3.170796958329447e-13,3.108624468950438e-15,8.46239409439524,0.003253258170803294,2601.2058220100334,0.6257763484788679,0.02678737957023884,0.02657791773082924,2,"[0, 25898.14586146551]","[0.9675976887706564, 0.03240231122934356]",[25898.14586146551],[0.03240231122934356],25898.14586146551
ABATpart1,aBSREL,ABAT_PAN_TROGLODYTES_ENSPTRT00000077959_ENSPTRP00000080981_ALTERNATIVE,PAN,108.2869575955337,0,0,0,0.873565177736565,0.002053682097844404,425.3653370468004,1.345117108514862,0.05391869407044845,0.05508625473477694,2,"[0, 1731.200300669205]","[0.9207344053766319, 0.07926559462336813]",[1731.200300669205],[0.07926559462336813],1731.200300669205
ABATpart1,aBSREL,NODE24,NA,128.7420364324116,0,0,0,14.19430558996858,0.002958393866349891,4797.97695344796,0.4953620501872038,0.05289183416038518,0.05324943086123083,2,"[0, 23478.43116536281]","[0.9340736505725405, 0.06592634942745945]",[23478.43116536281],[0.06592634942745945],23478.43116536281
ABATpart1,aBSREL,NODE44,NA,176.8830281403516,0,0,0,9.056587661112564,0.0001152507959607912,78581.56280494282,0.5665221813752837,0.1490853326149648,0.1472808162994776,2,"[0, 99999.99999999693]","[0.7464926204943992, 0.2535073795056008]",[99999.99999999693],[0.2535073795056008],99999.99999999693
ABATpart1,aBSREL,NODE98,NA,22.63886328042827,0.0004071740028755433,0.0004071740028755433,4.031425771044983e-06,5.014218358904562,0.01157459103724139,433.20911665658446,0.3736560772156497,0.03092449930343669,0.03043164492570219,2,"[0.1544036159822354, 6526.857958495219]","[0.9786108481446449, 0.02138915185535506]",[6526.857958495219],[0.02138915185535506],6526.857958495219
ABCA1part0,aBSREL,ABCA1_CALLITHRIX_JACCHUS_ENSCJAT00000120680_ENSCJAP00000086471_ALTERNATIVE,CALLITHRIX,20.32453870513564,0.001082508978113017,0.001082508978113017,1.288701164420258e-05,2.192143779987127,0.002792226415755663,785.0881173595176,0.3836654929593786,0.0108820702176481,0.01087836871688575,2,"[0, 40099.81241875725]","[0.991645832413199, 0.008354167586800965]",[40099.81241875725],[0.008354167586800965],40099.81241875725
ABCA1part0,aBSREL,ABCA1_CARLITO_SYRICHTA_ENSTSYT00000002637_ENSTSYP00000002426_CANONICAL,CARLITO,17.92391617345947,0.003530655302543817,0.003530655302543817,4.305677198224167e-05,0.001335037326961497,1e-10,13350373.26961497,10000000000,0.001329069816438215,0.001322346880131177,1,[10000000000],[1],[10000000000],[1],10000000000
ABCA1part0,aBSREL,ABCA1_HOMO_SAPIENS_ENST00000374733_ENSP00000363865_ALTERNATIVE,HOMO,23.99348348221974,0.000177706543131595,0.000177706543131595,2.042603944041321e-06,0.2922696044670308,0.0001506092230106297,1940.5823801800175,0.7675960910814706,0.008168997552316823,0.008197567788290767,2,"[0, 99999.99999999693]","[0.9917194496208738, 0.008280550379126228]",[99999.99999999693],[0.008280550379126228],99999.99999999693
ABCA1part0,aBSREL,ABCA1_PROLEMUR_SIMUS_ENSPSMT00000003387_ENSPSMP00000002817_ALTERNATIVE,PROLEMUR,193.7787950154252,0,0,0,34.19556580355641,0.007056079929905634,4846.255448244863,1.172723969330272,0.1205509747294241,0.1210515467529714,2,"[0, 16423.01292307722]","[0.8740840960607991, 0.1259159039392009]",[16423.01292307722],[0.1259159039392009],16423.01292307722
ABCA1part0,aBSREL,ABCA1_PROPITHECUS_COQUERELI_ENSPCOT00000018024_ENSPCOP00000007481_CANONICAL,PROPITHECUS,40.66005367205162,4.278784143663117e-08,4.278784143663117e-08,4.807622633329345e-10,0.2053389684715953,0.005361768866500399,38.296870600768564,0.8276018604453849,0.02768872219136043,0.02767958002526012,2,"[0.2606423916506685, 669.3769896840449]","[0.975967108231403, 0.02403289176859702]",[669.3769896840449],[0.02403289176859702],669.3769896840449
ABCA1part0,aBSREL,ABCA1_PROPITHECUS_COQUERELI_ENSPCOT00000018026_ENSPCOP00000007483_ALTERNATIVE,PROPITHECUS,26.38197369749378,5.42287207090375e-05,5.42287207090375e-05,6.162354626026989e-07,0.3077690810504086,0.0001563185746067422,1968.8580312651738,0.9199557838999645,0.009168640718286658,0.009231455379816584,2,"[0, 99999.99999999693]","[0.9915987961738958, 0.008401203826104209]",[99999.99999999693],[0.008401203826104209],99999.99999999693
ABCA1part0,aBSREL,NODE5,NA,20.2612747289113,0.001104157673650741,0.001104157673650741,1.330310450181615e-05,25.70575386473284,0.007918688159904704,3246.213684091102,0.9227146537320966,0.05806661254220915,0.05744300193520041,2,"[0.1600830265660715, 19831.70080903241]","[0.9301610704559453, 0.06983892954405468]",[19831.70080903241],[0.06983892954405468],19831.70080903241
ABCA1part0,aBSREL,NODE52,NA,22.41399191515302,0.0003881346877876446,0.0003881346877876446,4.513194044042379e-06,15.39167491514596,0.02531989065983643,607.8886801656273,0.3439893473939172,0.06422281474455778,0.06483583012933553,2,"[0.1888511044419335, 6055.360346751586]","[0.9571936281397091, 0.0428063718602909]",[6055.360346751586],[0.0428063718602909],6055.360346751586
ABCA1part0,aBSREL,NODE8,NA,21.60101692866829,0.0005769874551034282,0.0005769874551034282,6.788087707099155e-06,2.368791647872145,0.001228261955680676,1928.5720256306504,0.5482096602249106,0.00958561727745392,0.009602918223937785,2,"[0.312462578499329, 80810.96964075066]","[0.9898204304612611, 0.01017956953873889]",[80810.96964075066],[0.01017956953873889],80810.96964075066
ABCA1part1,aBSREL,ABCA1_AOTUS_NANCYMAAE_ENSANAT00000049696_ENSANAP00000031651_ALTERNATIVE,AOTUS,24.85827053558205,0.000128379947090973,0.000128379947090973,1.323504609185289e-06,1.509559150404865,0.01693294401718771,89.14924356169806,2.520575918489447,0.1590147941445685,0.1313058989805375,2,"[1, 318.300004437595]","[0.8963719586450724, 0.1036280413549276]",[318.300004437595],[0.1036280413549276],318.300004437595
ABCA1part1,aBSREL,ABCA1_MACACA_NEMESTRINA_ENSMNET00000039860_ENSMNEP00000015650_ALTERNATIVE,MACACA,15.05539370428414,0.01749821354725434,0.01749821354725434,0.0001822730577838994,0.319113962210602,0.02195086860937672,14.537646226641188,0.5551535424127503,0.0972066916278548,0.09882615570434071,2,"[0, 43.58282191056552]","[0.8732290956556105, 0.1267709043443895]",[43.58282191056552],[0.1267709043443895],43.58282191056552
ABCA1part1,aBSREL,NODE21,NA,41.7038326293823,2.821742589587117e-08,2.821742589587117e-08,2.850245039986987e-10,0.5066010650541378,0.01115535822193059,45.41324939778253,0.3803898332115199,0.04901516415665172,0.05431347923152172,2,"[0.2518577741054401, 156.9199064601033]","[0.8914427551745161, 0.1085572448254839]",[156.9199064601033],[0.1085572448254839],156.9199064601033
ABCA1part1,aBSREL,NODE23,NA,30.72576096305602,6.839022525184646e-06,6.839022525184646e-06,6.97859441345372e-08,0.2427434947477524,3.351495373054896e-05,7242.841410414692,0.5021530776251699,0.01308936606169998,0.01074430625033534,2,"[0, 99999.99999999693]","[0.9724735747476952, 0.02752642525230475]",[99999.99999999693],[0.02752642525230475],99999.99999999693
ABCA1part2,aBSREL,ABCA1_NOMASCUS_LEUCOGENYS_ENSNLET00000050356_ENSNLEP00000028829_ALTERNATIVE,NOMASCUS,26.53920092512953,4.556019577606207e-05,4.556019577606207e-05,5.695024472007759e-07,0.07190073452910616,1e-10,719007345.2910615,10000000000,0.06787547053046314,0.07029758990494697,1,[10000000000],[1],[10000000000],[1],10000000000
ABCA1part2,aBSREL,ABCA1_PONGO_ABELII_ENSPPYT00000060605_ENSPPYP00000042327_ALTERNATIVE,PONGO,26.69041111561273,4.276033843458871e-05,4.276033843458871e-05,5.279054127727001e-07,0.07600856519440609,1e-10,760085651.9440608,10000000000,0.07116750465291193,0.07022643103010251,1,[10000000000],[1],[10000000000],[1],10000000000
ABCA1part2,aBSREL,NODE22,NA,26.08164474534897,5.659802818019921e-05,5.659802818019921e-05,7.164307364582179e-07,1.002886844861872,1.408493447486076e-05,71202.80514274712,0,0.01638829337089727,1.264514284396864e-10,2,"[0, 99264.98770303694]","[0.7210138103761915, 0.2789861896238085]",[99264.98770303694],[0.2789861896238085],99264.98770303694
ABCA1part3,aBSREL,NODE34,NA,62.52357971541323,7.509548538564559e-13,7.509548538564559e-13,8.43769498715119e-15,54.14808396933105,0.003302509289856217,16396.04289249055,0.3105019632530832,0.06009326268373135,0.1128851394680897,2,"[1.076397960018072e-05, 39521.94516282488]","[0.8518810825992215, 0.1481189174007785]",[39521.94516282488],[0.1481189174007785],39521.94516282488
ABCA1part7,aBSREL,NODE10,NA,32.23787202096059,2.87785669961238e-06,2.87785669961238e-06,3.270291704104977e-08,93.03276606737994,0.03036803217423683,3063.509862397527,0.5700170317106614,0.04565896561879813,0.06168763767469237,2,"[0, 21797.77001265955]","[0.9384010847432445, 0.06159891525675554]",[21797.77001265955],[0.06159891525675554],21797.77001265955
ABCA1part8,aBSREL,ABCA1_CALLITHRIX_JACCHUS_ENSCJAT00000115036_ENSCJAP00000077923_CANONICAL,CALLITHRIX,35.1779510494207,6.968974192722577e-07,6.968974192722577e-07,7.493520637336104e-09,13.88899210339417,0.005121280306047419,2712.015604182703,0.463156947818172,0.01764894980459504,0.01765633977138604,2,"[0.1728256062903328, 84285.61075849546]","[0.9877360976513201, 0.01226390234867991]",[84285.61075849546],[0.01226390234867991],84285.61075849546
ABCA1part8,aBSREL,ABCA1_PROPITHECUS_COQUERELI_ENSPCOT00000018024_ENSPCOP00000007481_CANONICAL,PROPITHECUS,25.00919712508767,0.0001128823047169547,0.0001128823047169547,1.226981573010377e-06,0.07168242404273863,0.007869738493692114,9.108615756444097,0.3682704735500134,0.01825369121438303,0.01813156585118546,2,"[0.1011798259615609, 313.0886639124378]","[0.9892292991759783, 0.01077070082402165]",[313.0886639124378],[0.01077070082402165],313.0886639124378
ABCA1part8,aBSREL,NODE8,NA,84.81281649443463,0,0,0,0.5243069470939781,3.36752092365167e-05,15569.523069968944,1.433658848140303,0.04303551184563676,0.004642934164513204,2,"[1, 97922.43717029609]","[0.9393981327527375, 0.06060186724726246]",[97922.43717029609],[0.06060186724726246],97922.43717029609
ABCB11part0,aBSREL,ABCB11_COLOBUS_ANGOLENSIS_PALLIATUS_ENSCANT00000013700_ENSCANP00000003427_ALTERNATIVE,COLOBUS,18.70526709559408,0.00226763298379018,0.00226763298379018,2.907221774089974e-05,0.01365999279918244,1e-10,136599927.9918244,10000000000,0.01361097928000446,0.01370050021891623,1,[10000000000],[1],[10000000000],[1],10000000000
ABCB11part0,aBSREL,ABCB11_PROLEMUR_SIMUS_ENSPSMT00000037823_ENSPSMP00000032803_ALTERNATIVE,PROLEMUR,27.13148682537349,3.342752934565318e-05,3.342752934565318e-05,4.231332828563694e-07,29.12512337085295,0.002761381213449402,10547.302642966511,0.6736951655003147,0.165622150140133,0.17744465706613,2,"[0.06972133442011139, 25084.69348190051]","[0.8345815371397345, 0.1654184628602655]",[25084.69348190051],[0.1654184628602655],25084.69348190051
ABCB4part0,aBSREL,ABCB4_MACACA_FASCICULARIS_ENSMFAT00000013747_ENSMFAP00000039484_ALTERNATIVE,MACACA,21.11240389542399,0.001431489001159081,0.001431489001159081,8.675690916115641e-06,0.1861062659692174,6.92623208490264e-05,2686.9770415992843,10.70772466005666,0.009232743438712004,0.009512194293992493,2,"[0, 99999.99999999693]","[0.9903399479882155, 0.009660052011784548]",[99999.99999999693],[0.009660052011784548],99999.99999999693
ABCB4part0,aBSREL,ABCB4_PROLEMUR_SIMUS_ENSPSMT00000025694_ENSPSMP00000022139_ALTERNATIVE,PROLEMUR,17.64171763531249,0.008137669906680634,0.008137669906680634,4.961993845536972e-05,0.9595891123766699,0.01526626237974956,62.85684658803903,0.6663760175559376,0.1301927396248932,0.1306103220245824,2,"[0, 126.2125675218979]","[0.8209536397258839, 0.1790463602741161]",[126.2125675218979],[0.1790463602741161],126.2125675218979
ABCB4part0,aBSREL,ABCB4_PROLEMUR_SIMUS_ENSPSMT00000025695_ENSPSMP00000022140_ALTERNATIVE,PROLEMUR,33.6823482980717,2.663710425565569e-06,2.663710425565569e-06,1.585541919979505e-08,1.777504185353268,6.218670605821002e-05,28583.34679584783,0.8217898050212709,0.06615074624464,0.06688551838010741,2,"[0, 99999.99999999693]","[0.897238937123771, 0.102761062876229]",[99999.99999999693],[0.102761062876229],99999.99999999693
ABCB4part0,aBSREL,ABCB4_PROPITHECUS_COQUERELI_ENSPCOT00000039553_ENSPCOP00000028626_ALTERNATIVE,PROPITHECUS,34.43210271702355,1.840297369271049e-06,1.840297369271049e-06,1.088933354598254e-08,1.760359569999369,0.007693480379253449,228.81186189106637,1.564326491936957,0.1790309449638244,0.1887467311478711,2,"[1, 355.1159080804723]","[0.7705242565862862, 0.2294757434137138]",[355.1159080804723],[0.2294757434137138],355.1159080804723
ABCB4part0,aBSREL,NODE126,NA,22.74452346772978,0.0006346468789586446,0.0006346468789586446,3.823173969630389e-06,2.177553950885709,0.006138143629872465,354.7577382008822,0.4740441634204581,0.06946173151789842,0.07226018608036566,2,"[0.7353735629577792, 1656.307138719664]","[0.923407178674868, 0.07659282132513201]",[1656.307138719664],[0.07659282132513201],1656.307138719664
ABCB4part0,aBSREL,NODE199,NA,33.55883631734469,2.816932369309466e-06,2.816932369309466e-06,1.686785849885908e-08,1.681150746073139,0.00806976394871797,208.3271278759301,0.956130925305864,0.1547462283403649,0.1547682067194385,2,"[0.5334110730019993, 397.0216291897736]","[0.8124457343750237, 0.1875542656249763]",[397.0216291897736],[0.1875542656249763],397.0216291897736
ABCB4part0,aBSREL,NODE60,NA,36.96388611539442,5.206087927422942e-07,5.206087927422942e-07,3.062404663189966e-09,7.616256092406909,0.00665448197054901,1144.5302769042667,0.4692012760502072,0.05795956232110484,0.05783359036408209,2,"[0, 5363.455756900067]","[0.9232818551634703, 0.07671814483652972]",[5363.455756900067],[0.07671814483652972],5363.455756900067
ABCB4part0,aBSREL,NODE62,NA,44.15482781281753,1.428162038630276e-08,1.428162038630276e-08,8.351824787311557e-11,1.374939884791921,7.922675350949956e-05,17354.48978894561,1.267556305768208,0.04031654912837616,0.03822013904585232,2,"[0, 99999.99999999693]","[0.9376082223987229, 0.06239177760127712]",[99999.99999999693],[0.06239177760127712],99999.99999999693
ABCB4part0,aBSREL,NODE96,NA,56.58184765650458,2.85387269371995e-11,2.85387269371995e-11,1.659228310302296e-13,21.12397045930761,0.006521323576342171,3239.215201027658,1.177081379859129,0.07601420469979812,0.0760561803270828,2,"[0, 14229.52842027732]","[0.918160153999586, 0.08183984600041405]",[14229.52842027732],[0.08183984600041405],14229.52842027732
ABCB4part1,aBSREL,ABCB4_CERCOCEBUS_ATYS_ENSCATT00000061528_ENSCATP00000037231_ALTERNATIVE,CERCOCEBUS,31.8140116167051,7.199029576021587e-06,7.199029576021587e-06,4.044398638214375e-08,4.418909691073172,0.007680994174405249,575.3043929909419,0.1516337010487601,0.01550638603593062,0.01605785162030423,2,"[0.04736078618088111, 10966.94365426773]","[0.9799729794585018, 0.02002702054149819]",[10966.94365426773],[0.02002702054149819],10966.94365426773
ABCB4part1,aBSREL,ABCB4_MACACA_MULATTA_ENSMMUT00000098100_ENSMMUP00000076696_ALTERNATIVE,MACACA,17.07243725246371,0.01169357773298185,0.01169357773298185,6.606541092080143e-05,0.2186911486183451,1.394316827998489e-05,15684.465985558778,6.153293472470361,0.03520911771814988,0.03234610691130083,2,"[1, 79083.43101526448]","[0.9242795415773255, 0.0757204584226745]",[79083.43101526448],[0.0757204584226745],79083.43101526448
ABCB4part3,aBSREL,NODE116,NA,54.39756951156596,8.51292369929979e-11,8.51292369929979e-11,4.949374243778948e-13,0.1549457955155555,0.003924784783788297,39.47880050788367,0.9930740795964655,0.02374495696770549,0.0238000886002626,2,"[0.198615575969544, 566.603859611733]","[0.9736661940166151, 0.02633380598338486]",[566.603859611733],[0.02633380598338486],566.603859611733
ABCB4part4,aBSREL,ABCB4_HOMO_SAPIENS_ENST00000440025_ENSP00000395716_ALTERNATIVE,HOMO,34.63561587478171,1.524201373170886e-06,1.524201373170886e-06,9.83355724626378e-09,13.75781689779895,0.001606494944233663,8563.871892147014,0.9216183820622869,0.0703343951036327,0.06977264234633196,2,"[1, 38500.5939084205]","[0.9147079087547145, 0.08529209124528547]",[38500.5939084205],[0.08529209124528547],38500.5939084205
ABCB4part4,aBSREL,NODE132,NA,20.09892369559111,0.002222752795310146,0.002222752795310146,1.443345970980614e-05,5.73171702208425,0.02662316763444698,215.29057326251964,0.3139626293017634,0.2241308609716084,0.06506275952533523,2,"[0, 176.2335185372774]","[0.5314418582861825, 0.4685581417138175]",[176.2335185372774],[0.4685581417138175],176.2335185372774
ABCC1part0,aBSREL,NODE59,NA,13.65203918225643,0.03954197167857026,0.03954197167857026,0.0003695511371828997,13.90087681069029,0.009776206419391352,1421.909093809389,0.2457692600769802,0.06328876135300476,0.06580835500726276,2,"[0, 4296.004568851894]","[0.9270545426555253, 0.07294545734447466]",[4296.004568851894],[0.07294545734447466],4296.004568851894
ABCC1part1,aBSREL,NODE74,NA,61.14186032865473,1.794675519306566e-12,1.794675519306566e-12,1.693090112553364e-14,2.305890755777071,0.004440851335850193,519.2452035405981,0.4944103079060815,0.01885520697312901,0.01887129652954379,2,"[0, 12850.49635160246]","[0.9852580294812092, 0.01474197051879078]",[12850.49635160246],[0.01474197051879078],12850.49635160246
ABCC1part2,aBSREL,ABCC1_MACACA_FASCICULARIS_ENSMFAT00000018659_ENSMFAP00000044365_CANONICAL,MACACA,26.26163403538271,6.6112564473364e-05,6.6112564473364e-05,6.545798462709307e-07,1.842891682530345,5.313132185569567e-05,34685.59821522278,0.6933115892547442,0.08084622922936947,0.07824311675139106,2,"[0, 99999.99999999693]","[0.8954084521923348, 0.1045915478076652]",[99999.99999999693],[0.1045915478076652],99999.99999999693
ABCC1part2,aBSREL,ABCC1_MACACA_NEMESTRINA_ENSMNET00000043089_ENSMNEP00000018852_ALTERNATIVE,MACACA,17.9443926439285,0.004261582913256401,0.004261582913256401,4.261582913256401e-05,1.493523068255528,2.071462011550728e-05,72099.94969386159,2.624747889266028,0.4120761440118061,0.4419845770764778,2,"[0, 38817.64202485816]","[0.4399159411282197, 0.5600840588717803]",[38817.64202485816],[0.5600840588717803],38817.64202485816
ABCC1part3,aBSREL,ABCC1_SAIMIRI_BOLIVIENSIS_BOLIVIENSIS_ENSSBOT00000053652_ENSSBOP00000036717_CANONICAL,SAIMIRI,71.83207189244968,5.939693181744587e-15,5.939693181744587e-15,5.551115123125783e-17,17.30536465462203,0.007192509846686701,2406.0258551601305,0.5653095619773354,0.0664250084657217,0.06595170668517458,2,"[0, 8582.550540253218]","[0.9208258231975456, 0.07917417680245442]",[8582.550540253218],[0.07917417680245442],8582.550540253218
ABCC1part3,aBSREL,NODE101,NA,14.8953822905969,0.02074420446065678,0.02074420446065678,0.000197563852006255,406.1803294429487,0.01610853854019674,25215.219147868633,0.5648473796306013,0.3778781232159218,0.1354769090943528,2,"[0.3276405020238353, 20063.15909191006]","[0.6450638967720517, 0.3549361032279483]",[20063.15909191006],[0.3549361032279483],20063.15909191006
ABCC1part3,aBSREL,NODE106,NA,16.64839906451925,0.008667636824239544,0.008667636824239544,8.177015871924098e-05,18.11253146087579,0.01063373177267906,1703.309040332557,0.4461122413483359,0.09115672246522716,0.07801629767728147,2,"[0, 5054.001990559669]","[0.9048173747519271, 0.09518262524807286]",[5054.001990559669],[0.09518262524807286],5054.001990559669
ABCC1part5,aBSREL,ABCC1_CARLITO_SYRICHTA_ENSTSYT00000013394_ENSTSYP00000012287_CANONICAL,CARLITO,299.9895152918034,0,0,0,1.37641739563133,0.002915200060407468,472.1519508472236,0.9454731744748335,0.06468009471553239,0.0637465014949485,2,"[0, 1599.304523440935]","[0.9124866811661969, 0.08751331883380309]",[1599.304523440935],[0.08751331883380309],1599.304523440935
ABCC1part5,aBSREL,ABCC1_PAN_PANISCUS_ENSPPAT00000031463_ENSPPAP00000008824_CANONICAL,PAN,37.97597695138757,1.991943630041959e-07,1.991943630041959e-07,1.844392250038851e-09,0.05228632209519879,0.001476050788287961,35.423118574290086,0.438034959178074,0.005605555100895581,0.005597438817837424,2,"[0, 1656.874861080299]","[0.9936624614279289, 0.006337538572071089]",[1656.874861080299],[0.006337538572071089],1656.874861080299
ABCC1part5,aBSREL,NODE71,NA,17.66029952566896,0.005259962422439701,0.005259962422439701,4.915852731252057e-05,0.04044538667860791,0.002354124703175222,17.180647492486504,0.3942509403788387,0.007652018980472252,0.007853936114469265,2,"[0.1793647616434924, 1067.39385365083]","[0.995395948258113, 0.00460405174188705]",[1067.39385365083],[0.00460405174188705],1067.39385365083
ABCC1part5,aBSREL,NODE72,NA,75.53106978763753,0,0,0,0.3681465231145299,7.279862530840722e-05,5057.053228064378,1.137866452154918,0.01088652646930766,0.01069694777613505,2,"[0.9699175693598896, 99999.99999999693]","[0.9850188834445601, 0.01498111655543988]",[99999.99999999693],[0.01498111655543988],99999.99999999693
ABCC2part2,aBSREL,ABCC2_NOMASCUS_LEUCOGENYS_ENSNLET00000018758_ENSNLEP00000017866_CANONICAL,NOMASCUS,55.43157630076166,1.44543266245023e-11,1.44543266245023e-11,2.949862576429041e-13,0.1716459526772092,0.003348629805661121,51.25856324489147,0.6348220792326011,0.01318233533060327,0.013143996790229,2,"[0.429430800702391, 2168.016288015016]","[0.990660487392289, 0.009339512607711042]",[2168.016288015016],[0.009339512607711042],2168.016288015016
